  

4240, 0, 4238, 25, 4240, 50, 4239, 75, 4267, 100, 4286, 126, 1956, 150, 4239, 175, 1956, 200, 4240, 225, 1931, 250, 1907, 275, 1932, 300, 1908, 325, 1956, 350, 1931, 375, 1988, 400, 1957, 425, 1985, 450, 1985, 475, 1986, 500, 2011, 525, 2058, 550, 2082, 575, 2059, 600, 16037, 625, 16062, 650, 16034, 675, 6536, 700, 13555, 725, 13554, 750, 13503, 775, 13500, 800, 13501, 825, 13477, 850, 13577, 875, 13422, 900, 13554, 925, 13447, 950, 13478, 975, 13399, 1000, 13397, 1025, 13346, 1050, 13399, 1075, 13374, 1100, 13396, 1125, 7548, 1150, 13374, 1175, 7571, 1200, 7727, 1225, 7595, 1249, 7674, 1275, 7571, 1300, 7602, 1325, 7545, 1350, 7572, 1375, 7205, 1400, 7548, 1425, 7151, 1450, 7229, 1475, 7126, 1500, 7139, 1525, 7053, 1550, 7089, 1575, 15473, 1599, 7157, 1625, 7217, 1650, 7174, 1675, 7353, 1700, 7144, 1725, 7602, 1750, 7673, 1775, 7229, 1800, 7151, 1825, 7205, 1850, 7174, 1875, 7328, 1900, 7199, 1925, 11285, 1950, 8302, 1975, 7212, 2000, 1891, 2025, 8313, 2050, 2021, 20750, 4226
25, 4481
50, 4474
75, 4521
100, 14959
125, 4354
150, 14912
175, 4648
200, 14889
225, 14936
250, 14913
275, 4397
300, 4542
325, 4534
348, 14888
375, 4614
400, 14986
425, 3822
450, 14865
475, 14912
500, 15038
525, 15013
0, 751
0, 751
62, 727
148, 722
226, 752
325, 750
418, 751
524, 751
615, 732
716, 780
804, 5474
888, 5528
975, 5607
0, 1053
0, 1054
53, 1052
135, 1023
219, 1029
309, 1052
393, 1053
487, 1106
579, 1159
673, 2606
1594, 11003
1648, 10973
1700, 10949
1757, 10923
1808, 10925
1860, 10924
1915, 10922
1965, 10899
2018, 10927
2071, 10925
2124, 10955
2177, 10955
2241, 11007
2291, 11088
2887, 4571
2949, 4299
3006, 4245
3065, 4202
3135, 3550
3193, 3304
3261, 3303
3320, 3305
3396, 3353
3445, 3547
3507, 3596
3576, 3601
3645, 3578
3705, 3553
3764, 3554
3843, 3582
3915, 3631
3985, 3679
4058, 4040


0, 2010
0, 2012
46, 1679
123, 937
205, 852
292, 877
376, 895
462, 949
551, 1950
1571, 11005
1624, 10977
1676, 10952
1730, 10952
1781, 10928
1832, 10930
1890, 10925
1939, 10925
1991, 10929
2044, 10928
2097, 10957
2154, 10958
2206, 10987
2259, 11015
2834, 4619
2894, 4547
2957, 4348
3013, 4246
3072, 3909
3144, 3329
3200, 3329
3268, 3305
3324, 3306
3396, 3329
3446, 3570
3502, 3595
3556, 3861
3612, 3932
3675, 3601
3728, 3602
3801, 3581
3875, 3608
3945, 3655
4009, 4018
4079, 4040
3878, 3656
3746, 3577
3689, 3602
3620, 4006
3556, 3883
3486, 3571
3418, 3551
3352, 3305
3282, 3304
3215, 3306
3150, 3330
3078, 4150
3007, 4226
2934, 4323
2862, 4547
2209, 11018
2150, 10989
2090, 10965
2028, 10935
1967, 10933
1916, 10934
1853, 10933


0, 858
0, 859
32, 830
109, 829
192, 829
266, 830
350, 858
432, 1938
523, 16085
604, 16060
689, 298
769, 221
840, 244
919, 5512
997, 5215
1063, 4885
1126, 3805
1191, 2927
1250, 2927
1311, 3089
1367, 2963
1422, 3214
1475, 2304
1532, 2225
1586, 2655
1637, 3460
1687, 3607
1736, 3732
1780, 3552
1825, 3527
1879, 3860
1925, 4206
1972, 3903
2023, 3439
2074, 2968
2125, 2305
2175, 2024
2232, 2643
2277, 3226
2331, 3263
2388, 2505
2441, 4582
2494, 2293
2543, 2149
2595, 5854
2645, 6376
2697, 6800
2745, 8025
2795, 4493
2852, 4275
2902, 4222
2953, 3860
3002, 3287
3053, 3261
3104, 3232
3165, 3208
3222, 3209
3282, 3209
3336, 3184
3397, 3185
3438, 3183
3494, 3185
3554, 3185
3608, 3209
3675, 3214
3721, 3214
3781, 3238
3847, 3267
3910, 3564
3971, 3587
4038, 3641
4095, 4223
3882, 3564
3762, 3212
3700, 3213
3633, 3209
3574, 3185
3510, 3185
3442, 3184
3383, 3185
3307, 3207
3245, 3208
3171, 3208
3103, 3237
3035, 3262
2966, 3311
2901, 4227
2831, 4275
2760, 4596
2702, 8090
2633, 6078
2568, 6434
2505, 431
2441, 296
2384, 3184
2323, 2070
2264, 11012
2200, 2334
2143, 2375
2087, 10980
2028, 7273
1969, 10930
1919, 7145
1862, 7247
1811, 7451


0, 950
0, 949
47, 950
166, 950
287, 944
407, 948
536, 951
658, 1003
786, 228
911, 207
992, 243
1079, 237
1173, 249
1265, 249
1358, 6169
1446, 7899
1533, 6085
1620, 6133
1702, 6109
1786, 6282
1868, 10945
1951, 10945
2036, 10922
2122, 10953
2209, 10978
2297, 11060
2383, 11060


0, 1086
0, 1058
52, 1006
133, 979
216, 974
308, 970
391, 974
484, 975
576, 1004
665, 1106
761, 3964
845, 4281
927, 4280
1004, 3095
1076, 1154
1146, 1136
1212, 1117
1271, 1100
1339, 1176
1398, 1353
1459, 1358
1516, 1406
1576, 1406
1629, 1406
1682, 1381
1737, 1328
1788, 1111
1840, 1053
1895, 1027
1943, 1003
1990, 1005
2041, 1004
2094, 974
2147, 974
2192, 976
2249, 975
2302, 976
2355, 999
2412, 999
2464, 1004
2523, 1005
2580, 999
2639, 1030
2699, 1053
2755, 1130
2817, 1450
2879, 1424
2944, 1396
3004, 1371
3057, 1396
3113, 1396
3173, 1396
3236, 1401
3289, 1401
3339, 1403
3399, 1426
3455, 1431
3518, 1432
3578, 1460
3641, 1485
3703, 1487
3759, 1539
3823, 1616
3892, 1720
3958, 4293
4028, 4316


0, 909
0, 909
40, 908
120, 902
206, 902
293, 903
375, 903
467, 903
566, 902
657, 933
752, 986
838, 1112
920, 993
1005, 3238
1083, 861
1160, 807
1231, 806
1290, 804
1356, 806
1414, 804
1472, 799
1532, 804
1588, 776
1644, 776
1696, 805
1752, 800
1806, 804
1856, 731
1910, 733
1962, 750
2016, 752
2071, 722
2125, 694
2180, 696
2243, 666
2294, 667
2351, 667
2406, 666
2463, 667
2524, 697
2581, 694
2639, 721
2700, 751
2757, 752
2824, 728
2889, 752
2955, 823
3017, 800
3077, 798
3142, 798
3203, 799
3275, 800
3338, 805
3407, 806
3462, 804
3518, 781
3588, 782
3658, 806
3719, 884
3790, 987
3856, 6389
3940, 1266
4012, 1188
4084, 1079
3879, 1177
3763, 913
3702, 835
3641, 806
3575, 811
3512, 805
3451, 806
3392, 805
3316, 805
3257, 800
3180, 799
3110, 799
3044, 800
2972, 822
2912, 799
2855, 752
2787, 752
2725, 751
2661, 715
2600, 692
2535, 667
2480, 666
2420, 665
2360, 643
2300, 667
2246, 666
2185, 666
2137, 696
2076, 696
2020, 746
1963, 773
1912, 751
1856, 757
1800, 751
1742, 824
1689, 800
1632, 798
1576, 798
1520, 799
1460, 798
1403, 798
1345, 800
1277, 805
1222, 805
1154, 806
1088, 831
1018, 907
944, 1152
872, 996
794, 997
716, 1017
630, 963
550, 967
461, 938
374, 917
295, 914
210, 914
133, 914
59, 914
0, 939
0, 939


0, 823
0, 793
34, 793
102, 792
171, 769
229, 768
309, 768
379, 768
450, 769
526, 792
598, 793
680, 824
759, 823
834, 2394
904, 780
977, 707
1041, 699
1109, 724
1169, 697
1230, 647
1278, 617
1342, 619
1393, 593
1447, 593
1495, 589
1547, 589
1596, 589
1643, 589
1691, 593
1739, 620
1783, 619
1820, 643
1866, 646
1912, 643
1952, 673
1996, 786
2037, 660
2082, 635
2123, 613
2168, 637
2214, 635
2259, 631
2305, 631
2352, 630
2400, 630
2436, 631
2486, 631
2532, 631
2581, 635
2635, 636
2685, 637
2736, 636
2787, 637
2840, 666
2899, 714
2953, 793
3004, 842
3054, 866
3101, 836
3162, 837
3220, 812
3277, 811
3324, 810
3372, 812
3419, 813
3468, 812
3517, 810
3572, 811
3624, 812
3678, 842
3726, 842
3783, 865
3840, 866
3902, 896
3958, 897
4022, 896
4075, 897
3882, 895
3776, 843
3712, 842
3657, 840
3604, 811
3550, 811
3497, 813
3440, 812
3389, 812
3320, 810
3267, 811
3203, 812
3146, 840
3081, 867
3022, 867
2962, 793
2901, 715
2834, 666
2770, 636
2718, 636
2660, 637
2601, 636
2541, 631
2484, 631
2424, 630
2368, 630
2313, 630
2258, 631
2199, 631
2149, 636
2099, 613
2048, 636
1998, 683
1948, 719
1900, 672
1850, 646
1802, 649
1752, 617
1697, 619
1650, 589
1596, 589
1546, 589
1492, 589
1437, 589
1381, 588
1326, 619
1267, 619
1216, 644
1150, 696
1088, 728
1025, 725
965, 706
894, 733
825, 949
755, 846
674, 823
598, 823
522, 793
438, 794
363, 769
294, 768
212, 768
141, 769
72, 792
1, 798
0, 823
0, 822
0, 824
0, 823
51, 794
115, 770
184, 769
240, 769
311, 769
375, 769
445, 769
521, 793
595, 794
669, 824
747, 824
815, 895
882, 830
945, 730
1009, 702
1070, 727
1126, 726
1187, 674
1245, 643
1299, 618
1353, 619
1402, 593
1456, 593
1501, 589
1546, 589
1594, 589
1641, 593
1689, 593
1736, 619
1777, 619
1815, 647
1855, 646
1896, 647
1931, 672
1970, 740
2014, 757
2054, 635
2098, 613
2141, 634
2180, 631
2228, 631
2270, 631
2311, 630
2355, 630
2401, 630
2449, 630
2499, 630
2545, 631
2595, 631
2645, 636
2699, 637
2746, 635
2794, 637
2849, 666
2904, 686
2957, 764
3009, 818
3054, 866
3100, 864
3153, 841
3204, 811
3261, 811
3305, 811
3364, 811
3410, 811
3463, 811
3513, 811
3565, 816
3615, 842
3671, 841
3719, 841
3769, 866
3829, 870
3890, 871
3947, 896
4010, 901
4067, 900
3886, 896
3792, 866
3727, 840
3677, 842
3619, 812
3567, 811
3514, 811
3466, 811
3411, 811
3361, 811
3298, 812
3240, 811
3176, 812
3119, 867
3056, 866
2997, 818
2942, 765
2886, 685
2820, 637
2758, 636
2705, 635
2645, 636
2586, 636
2524, 631
2466, 630
2414, 630
2358, 630
2299, 630
2244, 631
2186, 634
2140, 636
2088, 613
2035, 638
1986, 756
1936, 720
1886, 676
1834, 646
1787, 643
1736, 619
1681, 593
1628, 588
1575, 589
1520, 588
1462, 589
1405, 589
1352, 588
1290, 618
1236, 643
1171, 673
1104, 730
1037, 726
973, 706
898, 755
825, 2690
753, 821
673, 822
595, 824
515, 793
430, 768
354, 768
276, 769
199, 769
121, 769
51, 792
0, 793
0, 824


0, 739
0, 739
0, 738
4, 740
71, 709
133, 710
199, 710
266, 709
339, 710
403, 710
478, 740
553, 740
623, 764
701, 818
769, 817
833, 865
892, 2883
956, 682
1017, 660
1076, 660
1133, 679
1188, 679
1239, 652
1283, 647
1339, 649
1381, 624
1427, 623
1470, 623
1517, 624
1559, 624
1601, 647
1642, 648
1685, 645
1724, 649
1764, 654
1802, 679
1840, 677
1881, 1208
1917, 655
1955, 661
1988, 661
2025, 660
2060, 685
2102, 706
2147, 685
2180, 684
2224, 679
2263, 680
2300, 683
2341, 683
2380, 684
2422, 684
2468, 685
2510, 684
2552, 685
2599, 686
2640, 685
2683, 716
2729, 739
2771, 787
2820, 867
2869, 900
2917, 945
2961, 945
3007, 945
3052, 919
3097, 919
3150, 919
3195, 916
3242, 915
3284, 914
3327, 915
3373, 919
3419, 920
3470, 920
3518, 944
3565, 945
3613, 945
3669, 951
3714, 951
3761, 952
3818, 950
3870, 980
3926, 1004
3977, 1030


0, 1882
0, 1883
11, 1882
70, 1855
135, 1822
203, 1824
266, 1799
336, 1797
403, 1793
478, 1793
553, 1794
626, 1797
707, 1799
778, 1798
844, 1829
908, 1852
976, 1884
1033, 1961
1093, 1964
1147, 1993
1207, 2014
1255, 2040
1306, 2042
1356, 2047
1406, 2071
1455, 2076
1502, 2101
1549, 2153
1595, 2364
1638, 2341
1686, 2316
1730, 2346
1771, 2370
1810, 2371
1850, 2206
1899, 2154
1937, 2128
1978, 2100
2023, 2100
2066, 2104
2111, 2094
2157, 2072
2201, 2072
2248, 2072
2291, 2071
2336, 2071
2385, 2047
2431, 2047
2483, 2069
2531, 2072
2581, 2119
2633, 2078
2686, 2052
2737, 2028
2787, 2030
2839, 2028
2894, 2023
2948, 1051
2999, 1021
3049, 1022
3097, 1015
3160, 1016
3217, 986
3276, 990
3329, 963
3384, 963
3429, 933
3481, 933
3540, 933
3591, 933
3643, 933
3698, 933
3743, 933
3809, 938
3873, 938
3929, 961
3984, 963
4051, 992
3897, 963
3803, 938
3741, 933
3694, 933
3635, 933
3582, 932
3531, 937
3476, 933
3420, 938
3371, 964
3313, 962
3269, 986
3214, 1016
3161, 1017
3108, 1016
3051, 1022
2997, 1020
2942, 1048
2885, 1997
2822, 2027
2764, 2030
2716, 2027
2661, 2053
2606, 2149
2550, 2096
2499, 2072
2444, 2047
2390, 2047
2331, 2071
2277, 2070
2222, 2071
2169, 2071
2118, 2094
2064, 2099
2010, 2100
1960, 2099
1909, 2130
1852, 2154
1804, 2250
1756, 2370
1702, 2346
1654, 2341
1598, 2365
1545, 2154
1490, 2131
1437, 2076
1379, 2070
1321, 2045
1259, 2041
1204, 2017
1131, 1992
1065, 1962
998, 1938
925, 1883
852, 1830
781, 1825
705, 1799
620, 1798
545, 1794
461, 1794
376, 1797
296, 1798
210, 1798
138, 1822
68, 1824
0, 1851
0, 1908
0, 1960
0, 1932
0, 1881
27, 1878
91, 1853
155, 1823
213, 1800
278, 1798
344, 1797
408, 1793
477, 1793
551, 1795
617, 1797
691, 1799
760, 1801
824, 1828
887, 1830
950, 1855
1013, 1908
1070, 1962
1125, 1991
1179, 2017
1231, 2039
1275, 2041
1330, 2046
1376, 2048
1423, 2075
1469, 2077
1519, 2129
1561, 2154
1603, 2365
1644, 2341
1685, 2317
1728, 2345
1767, 2369
1806, 2374
1848, 2226
1890, 2155
1929, 2128
1966, 2100
2006, 2099
2048, 2105
2087, 2099
2128, 2095
2168, 2072
2206, 2072
2247, 2071
2286, 2071
2325, 2071
2364, 2072
2407, 2047
2447, 2047
2491, 2072
2534, 2071
2577, 2149
2621, 2144
2664, 2054
2711, 2028
2753, 2027
2798, 2029
2845, 2028
2890, 2022
2937, 1051
2978, 1023
3021, 1021
3065, 1020
3116, 1015
3164, 1016
3213, 1014
3263, 988
3307, 957
3356, 963
3401, 962
3436, 933
3490, 933
3541, 934
3586, 933
3638, 933
3683, 933
3720, 933
3769, 933
3818, 938
3872, 942
3923, 961
3973, 962
4035, 962
4086, 992
3899, 961
3809, 938
3751, 933
3702, 933
3651, 932
3599, 933
3547, 933
3494, 933
3438, 933
3398, 963
3338, 963
3284, 988
3233, 987
3180, 1016
3133, 1018
3068, 1017
3013, 1022
2958, 1046
2905, 1099
2849, 2024
2794, 2029
2740, 2030
2692, 2028
2638, 2078
2583, 2149
2529, 2071
2481, 2072
2429, 2047
2377, 2046
2326, 2071
2273, 2071
2219, 2071
2167, 2072
2116, 2094
2064, 2096
2017, 2105
1967, 2105
1922, 2130
1871, 2155
1818, 2250
1772, 2370
1724, 2373
1674, 2342
1621, 2340
1571, 2389
1520, 2155
1467, 2101
1413, 2071
1356, 2046
1298, 2041
1242, 2040
1185, 2017
1120, 1992
1058, 1962
996, 1908
927, 1853
866, 1828
796, 1824
723, 1799
642, 1798
567, 1794
488, 1793
402, 1794
330, 1793
248, 1797
176, 1822
105, 1823
33, 1852
0, 1878
-----
0, 1906
0, 1907
0, 1877
30, 1853
90, 1823
144, 1824
205, 1793
267, 1793
333, 1792
392, 1795
459, 1768
524, 1768
583, 1794
644, 1791
712, 1792
770, 1795
827, 1825
884, 1823
939, 1853
996, 1878
1048, 1932
1098, 1963
1146, 1986
1199, 2010
1245, 2035
1285, 2040
1337, 2042
1378, 2041
1423, 2071
1463, 2070
1504, 2072
1544, 2130
1584, 2176
1618, 2393
1653, 2365
1689, 2341
1726, 2341
1761, 2342
1793, 2372
1826, 2366
1865, 2206
1901, 2130
1935, 2101
1969, 2102
2007, 2101
2044, 2105
2085, 2104
